state_id,state_string,block_name
4477,"Block{minecraft:redstone_wire}[east=side,north=up,power=3,south=none,west=side]",minecraft:redstone_wire
4478,"Block{minecraft:redstone_wire}[east=side,north=up,power=3,south=none,west=none]",minecraft:redstone_wire
4479,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=up,west=up]",minecraft:redstone_wire
4480,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=up,west=side]",minecraft:redstone_wire
4481,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=up,west=none]",minecraft:redstone_wire
4482,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=side,west=up]",minecraft:redstone_wire
4483,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=side,west=side]",minecraft:redstone_wire
4484,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=side,west=none]",minecraft:redstone_wire
4485,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=none,west=up]",minecraft:redstone_wire
4486,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=none,west=side]",minecraft:redstone_wire
4487,"Block{minecraft:redstone_wire}[east=side,north=up,power=4,south=none,west=none]",minecraft:redstone_wire
4488,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=up,west=up]",minecraft:redstone_wire
4489,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=up,west=side]",minecraft:redstone_wire
4490,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=up,west=none]",minecraft:redstone_wire
4491,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=side,west=up]",minecraft:redstone_wire
4492,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=side,west=side]",minecraft:redstone_wire
4493,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=side,west=none]",minecraft:redstone_wire
4494,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=none,west=up]",minecraft:redstone_wire
4495,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=none,west=side]",minecraft:redstone_wire
4496,"Block{minecraft:redstone_wire}[east=side,north=up,power=5,south=none,west=none]",minecraft:redstone_wire
4497,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=up,west=up]",minecraft:redstone_wire
4498,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=up,west=side]",minecraft:redstone_wire
4499,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=up,west=none]",minecraft:redstone_wire
4500,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=side,west=up]",minecraft:redstone_wire
4501,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=side,west=side]",minecraft:redstone_wire
4502,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=side,west=none]",minecraft:redstone_wire
4503,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=none,west=up]",minecraft:redstone_wire
4504,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=none,west=side]",minecraft:redstone_wire
4505,"Block{minecraft:redstone_wire}[east=side,north=up,power=6,south=none,west=none]",minecraft:redstone_wire
4506,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=up,west=up]",minecraft:redstone_wire
4507,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=up,west=side]",minecraft:redstone_wire
4508,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=up,west=none]",minecraft:redstone_wire
4509,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=side,west=up]",minecraft:redstone_wire
4510,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=side,west=side]",minecraft:redstone_wire
4511,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=side,west=none]",minecraft:redstone_wire
4512,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=none,west=up]",minecraft:redstone_wire
4513,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=none,west=side]",minecraft:redstone_wire
4514,"Block{minecraft:redstone_wire}[east=side,north=up,power=7,south=none,west=none]",minecraft:redstone_wire
4515,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=up,west=up]",minecraft:redstone_wire
4516,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=up,west=side]",minecraft:redstone_wire
4517,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=up,west=none]",minecraft:redstone_wire
4518,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=side,west=up]",minecraft:redstone_wire
4519,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=side,west=side]",minecraft:redstone_wire
4520,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=side,west=none]",minecraft:redstone_wire
4521,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=none,west=up]",minecraft:redstone_wire
4522,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=none,west=side]",minecraft:redstone_wire
4523,"Block{minecraft:redstone_wire}[east=side,north=up,power=8,south=none,west=none]",minecraft:redstone_wire
4524,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=up,west=up]",minecraft:redstone_wire
4525,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=up,west=side]",minecraft:redstone_wire
4526,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=up,west=none]",minecraft:redstone_wire
4527,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=side,west=up]",minecraft:redstone_wire
4528,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=side,west=side]",minecraft:redstone_wire
4529,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=side,west=none]",minecraft:redstone_wire
4530,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=none,west=up]",minecraft:redstone_wire
4531,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=none,west=side]",minecraft:redstone_wire
4532,"Block{minecraft:redstone_wire}[east=side,north=up,power=9,south=none,west=none]",minecraft:redstone_wire
4533,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=up,west=up]",minecraft:redstone_wire
4534,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=up,west=side]",minecraft:redstone_wire
4535,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=up,west=none]",minecraft:redstone_wire
4536,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=side,west=up]",minecraft:redstone_wire
4537,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=side,west=side]",minecraft:redstone_wire
4538,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=side,west=none]",minecraft:redstone_wire
4539,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=none,west=up]",minecraft:redstone_wire
4540,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=none,west=side]",minecraft:redstone_wire
4541,"Block{minecraft:redstone_wire}[east=side,north=up,power=10,south=none,west=none]",minecraft:redstone_wire
4542,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=up,west=up]",minecraft:redstone_wire
4543,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=up,west=side]",minecraft:redstone_wire
4544,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=up,west=none]",minecraft:redstone_wire
4545,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=side,west=up]",minecraft:redstone_wire
4546,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=side,west=side]",minecraft:redstone_wire
4547,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=side,west=none]",minecraft:redstone_wire
4548,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=none,west=up]",minecraft:redstone_wire
4549,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=none,west=side]",minecraft:redstone_wire
4550,"Block{minecraft:redstone_wire}[east=side,north=up,power=11,south=none,west=none]",minecraft:redstone_wire
4551,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=up,west=up]",minecraft:redstone_wire
4552,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=up,west=side]",minecraft:redstone_wire
4553,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=up,west=none]",minecraft:redstone_wire
4554,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=side,west=up]",minecraft:redstone_wire
4555,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=side,west=side]",minecraft:redstone_wire
4556,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=side,west=none]",minecraft:redstone_wire
4557,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=none,west=up]",minecraft:redstone_wire
4558,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=none,west=side]",minecraft:redstone_wire
4559,"Block{minecraft:redstone_wire}[east=side,north=up,power=12,south=none,west=none]",minecraft:redstone_wire
4560,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=up,west=up]",minecraft:redstone_wire
4561,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=up,west=side]",minecraft:redstone_wire
4562,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=up,west=none]",minecraft:redstone_wire
4563,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=side,west=up]",minecraft:redstone_wire
4564,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=side,west=side]",minecraft:redstone_wire
4565,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=side,west=none]",minecraft:redstone_wire
4566,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=none,west=up]",minecraft:redstone_wire
4567,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=none,west=side]",minecraft:redstone_wire
4568,"Block{minecraft:redstone_wire}[east=side,north=up,power=13,south=none,west=none]",minecraft:redstone_wire
4569,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=up,west=up]",minecraft:redstone_wire
4570,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=up,west=side]",minecraft:redstone_wire
4571,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=up,west=none]",minecraft:redstone_wire
4572,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=side,west=up]",minecraft:redstone_wire
4573,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=side,west=side]",minecraft:redstone_wire
4574,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=side,west=none]",minecraft:redstone_wire
4575,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=none,west=up]",minecraft:redstone_wire
4576,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=none,west=side]",minecraft:redstone_wire
4577,"Block{minecraft:redstone_wire}[east=side,north=up,power=14,south=none,west=none]",minecraft:redstone_wire
4578,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=up,west=up]",minecraft:redstone_wire
4579,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=up,west=side]",minecraft:redstone_wire
4580,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=up,west=none]",minecraft:redstone_wire
4581,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=side,west=up]",minecraft:redstone_wire
4582,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=side,west=side]",minecraft:redstone_wire
4583,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=side,west=none]",minecraft:redstone_wire
4584,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=none,west=up]",minecraft:redstone_wire
4585,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=none,west=side]",minecraft:redstone_wire
4586,"Block{minecraft:redstone_wire}[east=side,north=up,power=15,south=none,west=none]",minecraft:redstone_wire
4587,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=up,west=up]",minecraft:redstone_wire
4588,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=up,west=side]",minecraft:redstone_wire
4589,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=up,west=none]",minecraft:redstone_wire
4590,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=side,west=up]",minecraft:redstone_wire
4591,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=side,west=side]",minecraft:redstone_wire
4592,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=side,west=none]",minecraft:redstone_wire
4593,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=none,west=up]",minecraft:redstone_wire
4594,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=none,west=side]",minecraft:redstone_wire
4595,"Block{minecraft:redstone_wire}[east=side,north=side,power=0,south=none,west=none]",minecraft:redstone_wire
4596,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=up,west=up]",minecraft:redstone_wire
4597,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=up,west=side]",minecraft:redstone_wire
4598,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=up,west=none]",minecraft:redstone_wire
4599,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=side,west=up]",minecraft:redstone_wire
4600,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=side,west=side]",minecraft:redstone_wire
4601,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=side,west=none]",minecraft:redstone_wire
4602,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=none,west=up]",minecraft:redstone_wire
4603,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=none,west=side]",minecraft:redstone_wire
4604,"Block{minecraft:redstone_wire}[east=side,north=side,power=1,south=none,west=none]",minecraft:redstone_wire
4605,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=up,west=up]",minecraft:redstone_wire
4606,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=up,west=side]",minecraft:redstone_wire
4607,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=up,west=none]",minecraft:redstone_wire
4608,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=side,west=up]",minecraft:redstone_wire
4609,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=side,west=side]",minecraft:redstone_wire
4610,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=side,west=none]",minecraft:redstone_wire
4611,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=none,west=up]",minecraft:redstone_wire
4612,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=none,west=side]",minecraft:redstone_wire
4613,"Block{minecraft:redstone_wire}[east=side,north=side,power=2,south=none,west=none]",minecraft:redstone_wire
4614,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=up,west=up]",minecraft:redstone_wire
4615,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=up,west=side]",minecraft:redstone_wire
4616,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=up,west=none]",minecraft:redstone_wire
4617,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=side,west=up]",minecraft:redstone_wire
4618,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=side,west=side]",minecraft:redstone_wire
4619,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=side,west=none]",minecraft:redstone_wire
4620,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=none,west=up]",minecraft:redstone_wire
4621,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=none,west=side]",minecraft:redstone_wire
4622,"Block{minecraft:redstone_wire}[east=side,north=side,power=3,south=none,west=none]",minecraft:redstone_wire
4623,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=up,west=up]",minecraft:redstone_wire
4624,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=up,west=side]",minecraft:redstone_wire
4625,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=up,west=none]",minecraft:redstone_wire
4626,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=side,west=up]",minecraft:redstone_wire
4627,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=side,west=side]",minecraft:redstone_wire
4628,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=side,west=none]",minecraft:redstone_wire
4629,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=none,west=up]",minecraft:redstone_wire
4630,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=none,west=side]",minecraft:redstone_wire
4631,"Block{minecraft:redstone_wire}[east=side,north=side,power=4,south=none,west=none]",minecraft:redstone_wire
4632,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=up,west=up]",minecraft:redstone_wire
4633,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=up,west=side]",minecraft:redstone_wire
4634,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=up,west=none]",minecraft:redstone_wire
4635,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=side,west=up]",minecraft:redstone_wire
4636,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=side,west=side]",minecraft:redstone_wire
4637,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=side,west=none]",minecraft:redstone_wire
4638,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=none,west=up]",minecraft:redstone_wire
4639,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=none,west=side]",minecraft:redstone_wire
4640,"Block{minecraft:redstone_wire}[east=side,north=side,power=5,south=none,west=none]",minecraft:redstone_wire
4641,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=up,west=up]",minecraft:redstone_wire
4642,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=up,west=side]",minecraft:redstone_wire
4643,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=up,west=none]",minecraft:redstone_wire
4644,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=side,west=up]",minecraft:redstone_wire
4645,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=side,west=side]",minecraft:redstone_wire
4646,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=side,west=none]",minecraft:redstone_wire
4647,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=none,west=up]",minecraft:redstone_wire
4648,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=none,west=side]",minecraft:redstone_wire
4649,"Block{minecraft:redstone_wire}[east=side,north=side,power=6,south=none,west=none]",minecraft:redstone_wire
4650,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=up,west=up]",minecraft:redstone_wire
4651,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=up,west=side]",minecraft:redstone_wire
4652,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=up,west=none]",minecraft:redstone_wire
4653,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=side,west=up]",minecraft:redstone_wire
4654,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=side,west=side]",minecraft:redstone_wire
4655,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=side,west=none]",minecraft:redstone_wire
4656,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=none,west=up]",minecraft:redstone_wire
4657,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=none,west=side]",minecraft:redstone_wire
4658,"Block{minecraft:redstone_wire}[east=side,north=side,power=7,south=none,west=none]",minecraft:redstone_wire
4659,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=up,west=up]",minecraft:redstone_wire
4660,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=up,west=side]",minecraft:redstone_wire
4661,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=up,west=none]",minecraft:redstone_wire
4662,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=side,west=up]",minecraft:redstone_wire
4663,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=side,west=side]",minecraft:redstone_wire
4664,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=side,west=none]",minecraft:redstone_wire
4665,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=none,west=up]",minecraft:redstone_wire
4666,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=none,west=side]",minecraft:redstone_wire
4667,"Block{minecraft:redstone_wire}[east=side,north=side,power=8,south=none,west=none]",minecraft:redstone_wire
4668,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=up,west=up]",minecraft:redstone_wire
4669,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=up,west=side]",minecraft:redstone_wire
4670,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=up,west=none]",minecraft:redstone_wire
4671,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=side,west=up]",minecraft:redstone_wire
4672,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=side,west=side]",minecraft:redstone_wire
4673,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=side,west=none]",minecraft:redstone_wire
4674,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=none,west=up]",minecraft:redstone_wire
4675,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=none,west=side]",minecraft:redstone_wire
4676,"Block{minecraft:redstone_wire}[east=side,north=side,power=9,south=none,west=none]",minecraft:redstone_wire
4677,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=up,west=up]",minecraft:redstone_wire
4678,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=up,west=side]",minecraft:redstone_wire
4679,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=up,west=none]",minecraft:redstone_wire
4680,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=side,west=up]",minecraft:redstone_wire
4681,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=side,west=side]",minecraft:redstone_wire
4682,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=side,west=none]",minecraft:redstone_wire
4683,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=none,west=up]",minecraft:redstone_wire
4684,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=none,west=side]",minecraft:redstone_wire
4685,"Block{minecraft:redstone_wire}[east=side,north=side,power=10,south=none,west=none]",minecraft:redstone_wire
4686,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=up,west=up]",minecraft:redstone_wire
4687,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=up,west=side]",minecraft:redstone_wire
4688,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=up,west=none]",minecraft:redstone_wire
4689,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=side,west=up]",minecraft:redstone_wire
4690,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=side,west=side]",minecraft:redstone_wire
4691,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=side,west=none]",minecraft:redstone_wire
4692,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=none,west=up]",minecraft:redstone_wire
4693,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=none,west=side]",minecraft:redstone_wire
4694,"Block{minecraft:redstone_wire}[east=side,north=side,power=11,south=none,west=none]",minecraft:redstone_wire
4695,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=up,west=up]",minecraft:redstone_wire
4696,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=up,west=side]",minecraft:redstone_wire
4697,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=up,west=none]",minecraft:redstone_wire
4698,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=side,west=up]",minecraft:redstone_wire
4699,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=side,west=side]",minecraft:redstone_wire
4700,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=side,west=none]",minecraft:redstone_wire
4701,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=none,west=up]",minecraft:redstone_wire
4702,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=none,west=side]",minecraft:redstone_wire
4703,"Block{minecraft:redstone_wire}[east=side,north=side,power=12,south=none,west=none]",minecraft:redstone_wire
4704,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=up,west=up]",minecraft:redstone_wire
4705,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=up,west=side]",minecraft:redstone_wire
4706,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=up,west=none]",minecraft:redstone_wire
4707,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=side,west=up]",minecraft:redstone_wire
4708,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=side,west=side]",minecraft:redstone_wire
4709,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=side,west=none]",minecraft:redstone_wire
4710,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=none,west=up]",minecraft:redstone_wire
4711,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=none,west=side]",minecraft:redstone_wire
4712,"Block{minecraft:redstone_wire}[east=side,north=side,power=13,south=none,west=none]",minecraft:redstone_wire
4713,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=up,west=up]",minecraft:redstone_wire
4714,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=up,west=side]",minecraft:redstone_wire
4715,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=up,west=none]",minecraft:redstone_wire
4716,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=side,west=up]",minecraft:redstone_wire
4717,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=side,west=side]",minecraft:redstone_wire
4718,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=side,west=none]",minecraft:redstone_wire
4719,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=none,west=up]",minecraft:redstone_wire
4720,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=none,west=side]",minecraft:redstone_wire
4721,"Block{minecraft:redstone_wire}[east=side,north=side,power=14,south=none,west=none]",minecraft:redstone_wire
4722,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=up,west=up]",minecraft:redstone_wire
4723,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=up,west=side]",minecraft:redstone_wire
4724,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=up,west=none]",minecraft:redstone_wire
4725,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=side,west=up]",minecraft:redstone_wire
4726,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=side,west=side]",minecraft:redstone_wire
4727,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=side,west=none]",minecraft:redstone_wire
4728,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=none,west=up]",minecraft:redstone_wire
4729,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=none,west=side]",minecraft:redstone_wire
4730,"Block{minecraft:redstone_wire}[east=side,north=side,power=15,south=none,west=none]",minecraft:redstone_wire
4731,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=up,west=up]",minecraft:redstone_wire
4732,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=up,west=side]",minecraft:redstone_wire
4733,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=up,west=none]",minecraft:redstone_wire
4734,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=side,west=up]",minecraft:redstone_wire
4735,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=side,west=side]",minecraft:redstone_wire
4736,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=side,west=none]",minecraft:redstone_wire
4737,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=none,west=up]",minecraft:redstone_wire
4738,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=none,west=side]",minecraft:redstone_wire
4739,"Block{minecraft:redstone_wire}[east=side,north=none,power=0,south=none,west=none]",minecraft:redstone_wire
